UF;Cidade;Bairro
RR;Boa Vista;Operário
RR;Boa Vista;Santa Tereza
RR;Boa Vista;Nova Canaã
RR;Boa Vista;Jardim Caranã
RR;Boa Vista;Trinta e Um de Março
RR;Boa Vista;Estados
RR;Boa Vista;Nossa Senhora Aparecida
RR;Boa Vista;São Pedro
RR;Boa Vista;Centro
RR;Boa Vista;Cidade Satélite
RR;Boa Vista;Jóquei Clube
RR;Boa Vista;Centenário
RR;Boa Vista;Laura Moreira
RR;Boa Vista;Distrito Industrial Governador Aquilino Mota Duarte
RR;Boa Vista;Piscicultura
RR;Boa Vista;Jardim Tropical
RR;Boa Vista;Santa Luzia
RR;Boa Vista;Murilo Teixeira Cidade
RR;Boa Vista;Cauamé
RR;Boa Vista;Said Salomão
RR;Boa Vista;Cinturão Verde
RR;Boa Vista;São Bento
RR;Boa Vista;Jardim Primavera
RR;Boa Vista;Bela Vista
RR;Boa Vista;Residencial Monte Cristo
RR;Boa Vista;São Vicente
RR;Boa Vista;Marechal Rondon
RR;Boa Vista;Nova Cidade
RR;Boa Vista;Professora Araceli Souto Maior
RR;Boa Vista;Calungá
RR;Boa Vista;Olímpico
RR;Boa Vista;Área Rural de Boa Vista
RR;Bonfim;Centro
RR;Cantá;Centro
RR;Cantá;Bairro Novo
RR;Cantá;Santa Cecília
RR;Cantá;Taboca
RR;Cantá;Félix Pinto
RR;Caracaraí;Centro
RR;Caracaraí;Novo Paraíso
RR;Caroebe;Centro
RR;Iracema;Centro
RR;Mucajaí;Centro
RR;Normandia;Centro
RR;Pacaraima;Centro
RR;Rorainópolis;Centro
RR;São João da Baliza;Centro
RR;São Luiz;Centro
RR;Uiramutã;Centro
PA;Abaetetuba;Centro
PA;Abaetetuba;Beja
PA;Abaetetuba;Beja/Beja
PA;Abel Figueiredo;Centro
PA;Acará;Centro
PA;Acará;Guajará-Miri
PA;Acará;Jaguarari
PA;Afuá;Centro
PA;Afuá;Baturité
PA;Água Azul do Norte;Centro
PA;Alenquer;Centro
PA;Alenquer;Vila de Mamia
PA;Alenquer;Camburão
PA;Almeirim;Monte Dourado
PA;Almeirim;Centro
PA;Almeirim;Arumanduba
PA;Almeirim;Vila de Munguba
PA;Almeirim;Centro/Monte Dourado
PA;Altamira;Bela Vista
PA;Altamira;Ibiza
PA;Altamira;Brasília
PA;Altamira;Centro
PA;Altamira;Recreio
PA;Altamira;Aparecida
PA;Altamira;Mutirão
PA;Altamira;Esplanada do Xingú
PA;Altamira;Alberto Soares
PA;Altamira;Liberdade
PA;Altamira;Jardim Independente I
PA;Altamira;Jardim Uirapuru
PA;Altamira;Jardim Independente II
PA;Altamira;Nova Altamira
PA;Altamira;Premem
PA;Altamira;Central/Castelo dos Sonhos
PA;Altamira;Colinas
PA;Altamira;Sudam II
PA;Altamira;Sudam I
PA;Altamira;Cachoeira da Serra
PA;Altamira;Catedral
PA;Altamira;Castelo dos Sonhos
PA;Altamira;Jardim Altamira
PA;Altamira;Centro/Cachoeira da Serra
PA;Altamira;Boa Esperança
PA;Altamira;Perpétuo Socorro
PA;Anajás;Centro
PA;Ananindeua;Centro
PA;Ananindeua;Cidade Nova
PA;Ananindeua;Maguari
PA;Ananindeua;Quarenta Horas (Coqueiro)
PA;Ananindeua;Jibóia Branca
PA;Ananindeua;Atalaia
PA;Ananindeua;Aurá
PA;Ananindeua;Guanabara
PA;Ananindeua;Coqueiro
PA;Ananindeua;Marituba
PA;Ananindeua;Levilândia
PA;Ananindeua;Icuí-Guajará
PA;Ananindeua;Pato Macho
PA;Ananindeua;Icuí-Laranjeira
PA;Ananindeua;Curuçambá
PA;Ananindeua;Águas Lindas
PA;Ananindeua;Distrito Industrial
PA;Ananindeua;Águas Brancas
PA;Ananindeua;Ilha João Pilatos
PA;Ananindeua;Área Rural de Ananindeua
PA;Anapu;Centro
PA;Augusto Corrêa;Itapixuna
PA;Augusto Corrêa;Nazaré
PA;Augusto Corrêa;Centro
PA;Augusto Corrêa;Emboraí
PA;Augusto Corrêa;Aturiaí/Aturiaí
PA;Augusto Corrêa;Nova Olinda
PA;Augusto Corrêa;Aturiaí
PA;Aurora do Pará;Centro
PA;Aveiro;Brasília Legal
PA;Aveiro;Centro
PA;Aveiro;Brasília Legal/Brasília Legal
PA;Aveiro;Pinhal
PA;Bagre;Pedreira
PA;Bagre;Centro
PA;Baião;Centro
PA;Baião;Joana Peres
PA;Baião;Centro/Joana Peres
PA;Bannach;Centro
PA;Barcarena;Pioneiro/Vila dos Cabanos
PA;Barcarena;Vila dos Cabanos
PA;Barcarena;Centro
PA;Barcarena;Comercial
PA;Barcarena;Murucupi
PA;Belém;Águas Negras (Icoaraci)
PA;Belém;São Clemente
PA;Belém;Tenoné
PA;Belém;Guamá
PA;Belém;Coqueiro
PA;Belém;São Francisco (Mosqueiro)
PA;Belém;Parque Verde
PA;Belém;Nazaré
PA;Belém;Barreiro
PA;Belém;Murubira (Mosqueiro)
PA;Belém;Telégrafo Sem Fio
PA;Belém;Cabanagem
PA;Belém;Marco
PA;Belém;Bengui
PA;Belém;Pedreira
PA;Belém;Chapéu Virado (Mosqueiro)
PA;Belém;Sacramenta
PA;Belém;Campina
PA;Belém;Batista Campos
PA;Belém;Tapanã (Icoaraci)
PA;Belém;Maracangalha
PA;Belém;Jurunas
PA;Belém;Vila (Mosqueiro)
PA;Belém;Condor
PA;Belém;Marambaia
PA;Belém;São Brás
PA;Belém;Farol (Mosqueiro)
PA;Belém;Castanheira
PA;Belém;Mangueirão
PA;Belém;Cruzeiro (Icoaraci)
PA;Belém;Cremação
PA;Belém;São João do Outeiro (Outeiro)
PA;Belém;Cidade Velha
PA;Belém;Praia Grande (Mosqueiro)
PA;Belém;Agulha (Icoaraci)
PA;Belém;Terra Firme
PA;Belém;Parque Guajará (Icoaraci)
PA;Belém;Maracacuera (Icoaraci)
PA;Belém;Campina de Icoaraci (Icoaraci)
PA;Belém;Ponta Grossa (Icoaraci)
PA;Belém;Curió-Utinga
PA;Belém;Pratinha (Icoaraci)
PA;Belém;Canudos
PA;Belém;Umarizal
PA;Belém;Reduto
PA;Belém;Fátima
PA;Belém;Val-de-Cães
PA;Belém;Mangueiras (Mosqueiro)
PA;Belém;Paracuri (Icoaraci)
PA;Belém;Souza
PA;Belém;Una
PA;Belém;Águas Lindas
PA;Belém;Itaiteua (Outeiro)
PA;Belém;Água Boa (Outeiro)
PA;Belém;Brasília (Outeiro)
PA;Belém;Cutijuba
PA;Belém;Maracajá (Mosqueiro)
PA;Belém;Aeroporto (Mosqueiro)
PA;Belém;Natal do Murubira (Mosqueiro)
PA;Belém;Ariramba (Mosqueiro)
PA;Belém;Baía do Sol (Mosqueiro)
PA;Belém;Carananduba (Mosqueiro)
PA;Belém;Sucurijuquara (Mosqueiro)
PA;Belém;Marahu (Mosqueiro)
PA;Belém;Porto Arthur (Mosqueiro)
PA;Belém;Caruara (Mosqueiro)
PA;Belém;Miramar
PA;Belém;Aurá
PA;Belém;Centro
PA;Belém;Paraíso (Mosqueiro)
PA;Belém;Bonfim (Mosqueiro)
PA;Belém;Área Rural de Belém
PA;Belterra;Centro
PA;Benevides;Centro
PA;Benevides;Benfica
PA;Benevides;Centro/Benfica
PA;Benevides;Murinim
PA;Bom Jesus do Tocantins;Centro
PA;Bonito;Centro
PA;Bragança;Centro
PA;Bragança;Caratateua/Caratateua
PA;Bragança;Nova Mocajuba
PA;Bragança;Caratateua
PA;Bragança;Piabas
PA;Bragança;Almoço
PA;Bragança;Nova Mocajuba/Nova Mocajuba
PA;Bragança;Tijoca
PA;Brasil Novo;Centro
PA;Brejo Grande do Araguaia;Nova Vida
PA;Brejo Grande do Araguaia;Zona Rural/São Raimundo do Araguaia
PA;Brejo Grande do Araguaia;São Raimundo do Araguaia
PA;Brejo Grande do Araguaia;Centro
PA;Breu Branco;Centro
PA;Breves;Centro/Antônio Lemos
PA;Breves;Centro
PA;Breves;São Miguel dos Macacos
PA;Breves;Curumu
PA;Breves;Antônio Lemos
PA;Breves;Centro/Curumu
PA;Bujaru;Centro
PA;Bujaru;Guajará-Açú
PA;Cachoeira do Piriá;Centro
PA;Cachoeira do Arari;Centro
PA;Cachoeira do Arari;Câmara do Marajó
PA;Cachoeira do Arari;Caracará do Arari
PA;Cametá;Moiraba
PA;Cametá;Juabá
PA;Cametá;São Raimundo dos Furtados
PA;Cametá;Vila Joana Coeli/Joana Coeli
PA;Cametá;Vila de Curuçambaba/Curuçambaba
PA;Cametá;Carapajó
PA;Cametá;Centro
PA;Cametá;Areião
PA;Cametá;Vila Juabá/Juabá
PA;Cametá;Vila de Carapajó/Carapajó
PA;Cametá;Vila do Carmo do Tocantins
PA;Cametá;Vila do Carmo do Tocantins/Vila do Carmo do Tocantins
PA;Cametá;Curuçambaba
PA;Cametá;Joana Coeli
PA;Capanema;Centro
PA;Capanema;Três de Maio
PA;Capanema;Nazaré
PA;Capanema;Almir Gabriel
PA;Capanema;Primeira
PA;Capanema;Samambaia
PA;Capanema;Inussun
PA;Capanema;Campinho
PA;Capanema;Igrejinha
PA;Capanema;Oliveira Brito
PA;Capanema;Caixa D'água
PA;Capanema;Dom João VI
PA;Capanema;São Pedro e São Paulo
PA;Capanema;São Cristóvão
PA;Capanema;Areia Branca
PA;Capanema;São Pio X
PA;Capanema;São José
PA;Capanema;Garrafão
PA;Capanema;Fátima
PA;Capanema;Santa Luzia
PA;Capanema;Pedreira
PA;Capanema;Área Rural de Capanema
PA;Capanema;Centro/Tauari
PA;Capanema;Mirasselvas
PA;Capanema;Santa Cruz
PA;Capanema;São Raimundo
PA;Capanema;Motocros
PA;Capanema;Tancredo Neves
PA;Capanema;Tauari
PA;Capanema;Centro/Mirasselvas
PA;Capitão Poço;Centro
PA;Castanhal;São José
PA;Castanhal;Titanlândia
PA;Castanhal;Santa Lídia
PA;Castanhal;Fonte Boa
PA;Castanhal;Caiçara
PA;Castanhal;Novo Estrela
PA;Castanhal;Pirapora
PA;Castanhal;Ianetama
PA;Castanhal;Heliolândia
PA;Castanhal;Jaderlândia
PA;Castanhal;Saudade II
PA;Castanhal;Agrovila Iracema
PA;Castanhal;Nova Olinda
PA;Castanhal;Saudade I
PA;Castanhal;Jardim das Acácias
PA;Castanhal;Apeú
PA;Castanhal;Estrela
PA;Castanhal;Imperador
PA;Castanhal;Cristo Redentor
PA;Castanhal;Cariri
PA;Castanhal;Salgadinho
PA;Castanhal;Centro
PA;Castanhal;Santa Catarina
PA;Castanhal;Santa Terezinha
PA;Castanhal;Betânia
PA;Chaves;Centro
PA;Chaves;São Sebastião de Viçosa
PA;Colares;Centro
PA;Conceição do Araguaia;Centro
PA;Concórdia do Pará;Centro
PA;Cumaru do Norte;Centro
PA;Curionópolis;Centro
PA;Curralinho;Vila Piriá
PA;Curralinho;Marambaia
PA;Curralinho;Centro
PA;Curralinho;Piriá
PA;Curuá;Centro
PA;Curuçá;Lauro Sodré
PA;Curuçá;Centro/Lauro Sodré
PA;Curuçá;Ponta de Ramos
PA;Curuçá;Centro
PA;Curuçá;Murajá
PA;Curuçá;Vista Alegre
PA;Curuçá;Centro/Ponta de Ramos
PA;Curuçá;Centro/Murajá
PA;Curuçá;Nazaré de Mocajuba
PA;Curuçá;Boa Vista do Iririteua
PA;Curuçá;Araquaim
PA;Curuçá;Mutucal
PA;Dom Eliseu;Centro
PA;Faro;Centro
PA;Floresta do Araguaia;Centro
PA;Garrafão do Norte;Centro
PA;Goianésia do Pará;Centro
PA;Goianésia do Pará;Nossa Senhora Aparecida
PA;Goianésia do Pará;Janari
PA;Gurupá;Vila de Itatupã/Itatupã
PA;Gurupá;Centro
PA;Gurupá;Carrazedo/Carrazedo
PA;Gurupá;Itatupã
PA;Gurupá;Carrazedo
PA;Inhangapi;Centro
PA;Inhangapi;Zona Rural
PA;Inhangapi;Jandiaí
PA;Ipixuna do Pará;Centro
PA;Irituia;Centro
PA;Itaituba;Boa Esperança
PA;Itaituba;São Luiz do Tapajós
PA;Itaituba;Aeroporto Velho
PA;Itaituba;Jardim das Araras
PA;Itaituba;Bela Vista
PA;Itaituba;Comércio
PA;Itaituba;Liberdade
PA;Itaituba;Floresta
PA;Itaituba;Do Bom Remédio
PA;Itaituba;Bom Jardim
PA;Itaituba;Piracanã
PA;Itaituba;Mesquitas
PA;Itaituba;São Francisco
PA;Itaituba;Maria Magdalena
PA;Itaituba;Jardim Aeroporto
PA;Itaituba;Nossa Senhora do Perpétuo Socorro
PA;Itaituba;Da Paz
PA;Itaituba;Centro/Moraes Almeida
PA;Itaituba;Vila Isol
PA;Itaituba;Riozinho
PA;Itaituba;Barreiras
PA;Itaituba;Núcleo Urbano Quilômetro 30
PA;Itaituba;Viva Itaituba
PA;Itaituba;Vila Planalto
PA;Itaituba;Cripurizinho
PA;Itaituba;Cuiú-Cuiú
PA;Itaituba;Área Rural de Itaituba
PA;Itaituba;Moraes Almeida
PA;Itaituba;Alvorada
PA;Itaituba;Centro/Miritituba
PA;Itaituba;Cripurizão
PA;Itaituba;Bela Vista do Caracol
PA;Itaituba;Nova Itaituba
PA;Itaituba;Jamanxinzinho
PA;Itaituba;Miritituba
PA;Itaituba;Aruri
PA;Itupiranga;Centro
PA;Itupiranga;Itupiranga
PA;Itupiranga;Castelo Branco
PA;Itupiranga;Vila Cajazeiras
PA;Itupiranga;Vila São Sebastião
PA;Jacareacanga;Centro
PA;Jacareacanga;Central
PA;Jacundá;Centro
PA;Juruti;Centro
PA;Limoeiro do Ajuru;Centro
PA;Limoeiro do Ajuru;Matinha
PA;Mãe do Rio;Centro
PA;Magalhães Barata;Centro
PA;Magalhães Barata;Cafezal
PA;Magalhães Barata;Centro/Cafezal
PA;Marabá;Serra Pelada
PA;Marabá;Nova Marabá
PA;Marabá;São Félix Pioneiro
PA;Marabá;São Félix III
PA;Marabá;Velha Marabá
PA;Marabá;Belo Horizonte
PA;Marabá;Morada Nova
PA;Marabá;Novo Horizonte
PA;Marabá;Mirante do Vale
PA;Marabá;Cidade Nova
PA;Marabá;São Félix I
PA;Marabá;São Félix II
PA;Marabá;Murumuru
PA;Marabá;Loteamento Novo Progresso
PA;Marabá;Independência
PA;Marabá;Laranjeira
PA;Marabá;Liberdade
PA;Marabá;São João
PA;Marabá;Jardim Vitória
PA;Marabá;Bom Planalto
PA;Marabá;Amapá
PA;Marabá;Vale do Aeroporto
PA;Marabá;Vila São José
PA;Marabá;Jardim União
PA;Marabá;Brejo do Meio
PA;Marabá;Centro/Brejo do Meio
PA;Marabá;Vila Santa Fé
PA;Marabá;Paratins
PA;Marabá;Centro
PA;Marabá;Morada Nova/Morada Nova
PA;Marabá;Área Rural de Marabá
PA;Maracanã;Tatuteua
PA;Maracanã;Boa Esperança
PA;Maracanã;Centro/Boa Esperança
PA;Maracanã;Km 26
PA;Maracanã;Santa Maria
PA;Maracanã;São Roberto
PA;Maracanã;Centro/São Roberto
PA;Maracanã;Bom Jardim
PA;Maracanã;Km 19
PA;Maracanã;Centro
PA;Maracanã;Algodoal
PA;Marapanim;Monte Alegre do Mau
PA;Marapanim;Vila Mauaense
PA;Marapanim;Vista Alegre do Pará
PA;Marapanim;Vila de Matapiqura/Matapiquara
PA;Marapanim;Centro
PA;Marapanim;Vila de Marudá/Marudá
PA;Marapanim;Marudá
PA;Marapanim;Matapiquara
PA;Marapanim;Centro/Marudá
PA;Marituba;Centro
PA;Marituba;Bela Vista
PA;Medicilândia;Centro
PA;Medicilândia;União da Floresta
PA;Medicilândia;Centro/União da Floresta
PA;Medicilândia;Vila de Jarbas Passarinho
PA;Medicilândia;Medicilândia
PA;Melgaço;Areias
PA;Melgaço;Centro
PA;Mocajuba;Centro
PA;Mocajuba;Manjeiro
PA;Mocajuba;São Pedro de Viseu
PA;Moju;Centro
PA;Moju;Cairari
PA;Moju;Zona Rural/Cairari
PA;Mojuí dos Campos;Centro
PA;Monte Alegre;Centro
PA;Monte Alegre;Serra Oriental
PA;Muaná;São Miguel de Pracuuba
PA;Muaná;Centro
PA;Muaná;Centro/São Miguel de Pracuuba
PA;Muaná;São Francisco da Jararaca
PA;Nova Esperança do Piriá;Centro
PA;Nova Ipixuna;Centro
PA;Nova Timboteua;Timboteua
PA;Nova Timboteua;Centro
PA;Novo Progresso;Centro
PA;Novo Progresso;Santa Luzia
PA;Novo Repartimento;Belo Monte
PA;Novo Repartimento;Uirapuru
PA;Novo Repartimento;Espigão
PA;Novo Repartimento;Centro
PA;Óbidos;Centro
PA;Óbidos;Flexal
PA;Óbidos;Centro/Flexal
PA;Oeiras do Pará;Centro
PA;Oriximiná;Centro
PA;Oriximiná;Centro/Porto Trombetas
PA;Oriximiná;Porto Trombetas
PA;Ourém;Centro
PA;Ourém;Tentugal
PA;Ourilândia do Norte;Centro
PA;Ourilândia do Norte;Gradaus
PA;Ourilândia do Norte;Novo Horizonte
PA;Pacajá;Centro
PA;Pacajá;Vila de Bom Jardim
PA;Pacajá;Nazaré
PA;Palestina do Pará;Centro
PA;Paragominas;Presidente Juscelino
PA;Paragominas;Tropical
PA;Paragominas;Nagibão
PA;Paragominas;Tião Mineiro
PA;Paragominas;Uraim
PA;Paragominas;Nova Conquista
PA;Paragominas;Promissão
PA;Paragominas;Jardim Atlântico
PA;Paragominas;Célio Miranda
PA;Paragominas;Juparanã
PA;Paragominas;Camboatã
PA;Paragominas;Andradina
PA;Paragominas;Angelim
PA;Paragominas;Industrial
PA;Paragominas;Paraíso
PA;Paragominas;Área Rural de Paragominas
PA;Paragominas;Conceição
PA;Paragominas;Arco-Íris
PA;Paragominas;Vila Rica
PA;Paragominas;Jardim Camboatã II
PA;Paragominas;Promissão III
PA;Paragominas;Trecho Seco
PA;Paragominas;Promissão IV
PA;Paragominas;São João do Piriá
PA;Paragominas;Gurupizinho
PA;Paragominas;Ligação do Pará
PA;Paragominas;Módulo II
PA;Paragominas;Laércio Cabeline
PA;Parauapebas;Beira Rio II
PA;Parauapebas;Vila da Paz
PA;Parauapebas;Centro
PA;Parauapebas;Rio Verde
PA;Parauapebas;Cidade Nova
PA;Parauapebas;Carajás/Carajás
PA;Parauapebas;Carajás
PA;Piçarra;Centro
PA;Placas;Centro
PA;Ponta de Pedras;Centro
PA;Ponta de Pedras;Muta
PA;Portel;São João do Acangata
PA;Portel;Centro
PA;Porto de Moz;Vilarinho do Monte
PA;Porto de Moz;Veiros
PA;Porto de Moz;Centro
PA;Prainha;Centro
PA;Prainha;Vila do Pacoval/Pacoval
PA;Prainha;Pacoval
PA;Primavera;Japerica
PA;Primavera;Centro
PA;Quatipuru;Centro
PA;Quatipuru;Quatipuru
PA;Redenção;Park dos Buritis II
PA;Redenção;Santos Dumont
PA;Redenção;Aripuana
PA;Redenção;Setor Oeste
PA;Redenção;Átila Douglas
PA;Redenção;Alto Paraná
PA;Redenção;Viviane
PA;Redenção;Morada da Paz
PA;Redenção;Jardim Lucena
PA;Redenção;Capuava
PA;Redenção;Planalto
PA;Redenção;Jardim Cumaru
PA;Redenção;Ademar Guimarães
PA;Redenção;Marechal Rondon
PA;Redenção;Park dos Buritis
PA;Redenção;Independência
PA;Redenção;Vila Amorim
PA;Redenção;Núcleo Urbano
PA;Redenção;Jardim Ariane
PA;Redenção;Novo Horizonte
PA;Redenção;Vila Paulista
PA;Redenção;Jardim América
PA;Redenção;Jardim Umuarama
PA;Redenção;Serrinha
PA;Redenção;Marajoara
PA;Redenção;Vila Feliz
PA;Redenção;Residencial Ipê
PA;Redenção;Bela Vista
PA;Redenção;Santo Antônio
PA;Redenção;Novo Planalto
PA;Redenção;Osvaldilândia
PA;Redenção;Mata Geral
PA;Redenção;Campos Altos
PA;Redenção;Boa Sorte
PA;Rio Maria;Centro
PA;Rondon do Pará;Centro
PA;Rurópolis;Centro
PA;Rurópolis;Vila de Divinópolis
PA;Salinópolis;Centro
PA;Salinópolis;Zona Rural
PA;Salvaterra;Centro
PA;Salvaterra;Vila Condeixa/Condeixa
PA;Salvaterra;Vila Jubim/Jubim
PA;Salvaterra;Joanes
PA;Salvaterra;Monsaras
PA;Salvaterra;Jubim
PA;Salvaterra;Condeixa
PA;Salvaterra;Vila de Joanes/Joanes
PA;Santa Bárbara do Pará;Centro
PA;Santa Cruz do Arari;Centro
PA;Santa Isabel do Pará;Americano/Americano
PA;Santa Isabel do Pará;Centro/Americano
PA;Santa Isabel do Pará;Centro
PA;Santa Isabel do Pará;Caraparu
PA;Santa Isabel do Pará;Caraparu/Caraparu
PA;Santa Isabel do Pará;Americano
PA;Santa Luzia do Pará;Centro
PA;Santa Maria do Pará;Centro
PA;Santa Maria do Pará;Vila de Taciteua
PA;Santa Maria do Pará;Vila de São Paulo
PA;Santana do Araguaia;Barreira dos Campos
PA;Santana do Araguaia;Centro
PA;Santana do Araguaia;Centro/Vila Mandi
PA;Santana do Araguaia;Vila Mandi
PA;Santana do Araguaia;Centro/Barreira dos Campos
PA;Santarém;Santarenzinho
PA;Santarém;Bela Vista
PA;Santarém;Fátima
PA;Santarém;Aeroporto Velho
PA;Santarém;Santana
PA;Santarém;Jardim Santarém
PA;Santarém;Aldeia
PA;Santarém;Boim/Boim
PA;Santarém;Maicá
PA;Santarém;Urumari
PA;Santarém;Nova República
PA;Santarém;Mararú
PA;Santarém;Caranazal
PA;Santarém;Centro
PA;Santarém;Diamantino
PA;Santarém;Zona Rural/Curuaí
PA;Santarém;Santa Clara
PA;Santarém;Ipanema
PA;Santarém;Interventoria
PA;Santarém;Matinha
PA;Santarém;Santo André
PA;Santarém;Floresta
PA;Santarém;Área Verde
PA;Santarém;Aparecida
PA;Santarém;Jutaí
PA;Santarém;Pérola do Maicá
PA;Santarém;Vigia
PA;Santarém;São Cristóvão
PA;Santarém;Alter do Chão
PA;Santarém;Livramento
PA;Santarém;Santíssimo
PA;Santarém;Prainha
PA;Santarém;Uruará
PA;Santarém;São José Operário
PA;Santarém;São Francisco
PA;Santarém;Nova República II
PA;Santarém;Esperança
PA;Santarém;Vila Planalto
PA;Santarém;Maracanã
PA;Santarém;Conquista
PA;Santarém;Maracanã  I
PA;Santarém;Amparo
PA;Santarém;Salvação
PA;Santarém;Nova Vitória
PA;Santarém;Elcione Barbalho
PA;Santarém;Liberdade
PA;Santarém;Mapiri
PA;Santarém;Salé
PA;Santarém;Vitória Régia
PA;Santarém;Alvorada
PA;Santarém;Laguinho
PA;Santarém;Vila Goreth
PA;Santarém;Área Rural de Santarém
PA;Santarém;Boa Esperança
PA;Santarém;Agrópolis Bela Vista
PA;Santarém;Cipoal
PA;Santarém;Piraquara
PA;Santarém;Curuaí
PA;Santarém;Arapixuna/Arapixuna
PA;Santarém;Arapixuna
PA;Santarém;Boim
PA;Santarém;Centro/Alter do Chão
PA;Santarém;Vila Socorro
PA;Santarém;São Joaquim do Tapará
PA;Santarém;São Jorge
PA;Santarém;Boa Fé
PA;Santarém;Cambuquira
PA;Santarém;Inanu
PA;Santarém;Alta Pará
PA;Santarém;Igarapé da Lama
PA;Santarém;Vila França
PA;Santarém Novo;Centro
PA;Santo Antônio do Tauá;Centro
PA;Santo Antônio do Tauá;São Raimundo de Borralhos
PA;Santo Antônio do Tauá;Espírito Santo do Tauá
PA;São Caetano de Odivelas;Umarizal
PA;São Caetano de Odivelas;São João dos Ramos
PA;São Caetano de Odivelas;Vila Nova
PA;São Caetano de Odivelas;Centro
PA;São Caetano de Odivelas;Perseverança
PA;São Domingos do Araguaia;Centro
PA;São Domingos do Capim;Centro
PA;São Domingos do Capim;São Pedro do Capim
PA;São Félix do Xingu;Centro
PA;São Félix do Xingu;Vila de Nereu
PA;São Francisco do Pará;Centro
PA;São Geraldo do Araguaia;Vila Fortaleza
PA;São Geraldo do Araguaia;Vila Paraíso
PA;São Geraldo do Araguaia;Centro
PA;São João da Ponta;Centro
PA;São João da Ponta;São João da Ponta
PA;São João de Pirabas;Centro
PA;São João de Pirabas;Bacuri
PA;São João do Araguaia;Centro
PA;São João do Araguaia;Apinagés
PA;São Miguel do Guamá;Centro/Urucuriteua
PA;São Miguel do Guamá;Centro/Urucuri
PA;São Miguel do Guamá;Caju
PA;São Miguel do Guamá;Centro
PA;São Miguel do Guamá;Urucuri
PA;São Miguel do Guamá;Urucuriteua
PA;São Sebastião da Boa Vista;Centro
PA;Sapucaia;Centro
PA;Senador José Porfírio;Centro
PA;Soure;Centro
PA;Soure;Pesqueiro
PA;Tailândia;Centro
PA;Tailândia;Palmares
PA;Terra Alta;Centro
PA;Terra Santa;Centro
PA;Tracuateua;Centro
PA;Trairão;Bela Vista
PA;Trairão;Caracol
PA;Trairão;Centro
PA;Tucumã;Centro
PA;Tucuruí;Mangal
PA;Tucuruí;Matinha
PA;Tucuruí;Vila Permanente
PA;Tucuruí;COHAB
PA;Tucuruí;Bela Vista
PA;Tucuruí;Santa Mônica
PA;Tucuruí;Setor Oeste
PA;Tucuruí;Setor Novo Oeste
PA;Tucuruí;Santa Isabel
PA;Tucuruí;Nova Tucuruí
PA;Tucuruí;Colorado
PA;Tucuruí;São José
PA;Tucuruí;Caripe
PA;Tucuruí;Terra Prometida
PA;Tucuruí;Goes Calmont
PA;Tucuruí;Jaqueira
PA;Tucuruí;São Sebastião
PA;Tucuruí;Vila Pioneira
PA;Tucuruí;Getat
PA;Tucuruí;Jardim Paraíso
PA;Tucuruí;Colinas
PA;Tucuruí;Esperança
PA;Tucuruí;Jardim das Flores
PA;Tucuruí;Belém
PA;Tucuruí;Jardim Marilucy
PA;Tucuruí;Núcleo Básico Leste
PA;Tucuruí;Jardim São Francisco das Chagas
PA;Tucuruí;Parque Buritis
PA;Tucuruí;Liberdade
PA;Tucuruí;Beira Rio
PA;Tucuruí;Palmares 2
PA;Tucuruí;Palmares 1
PA;Tucuruí;Nova Conquista
PA;Tucuruí;Palmares
PA;Tucuruí;São Francisco
PA;Tucuruí;Nova Matinha
PA;Tucuruí;Remansão
PA;Tucuruí;Nazaré dos Patos
PA;Tucuruí;Jardim Alvorada
PA;Tucuruí;Vila Marabá
PA;Tucuruí;Serra Azul
PA;Tucuruí;Bom Jesus
PA;Tucuruí;Hidrelétrica Tucuruí
PA;Tucuruí;Área Rural de Tucuruí
PA;Tucuruí;Repartimento
PA;Ulianópolis;Centro
PA;Uruará;Alvorada
PA;Uruará;Centro
PA;Vigia;Santa Rosa da Vigia
PA;Vigia;Porto Salvo
PA;Vigia;Penhalonga
PA;Vigia;Centro
PA;Vigia;Centro/Porto Salvo
PA;Viseu;Centro
PA;Viseu;São José do Gurupi
PA;Viseu;São José do Piriá
PA;Viseu;Fernandes Belo
PA;Viseu;Fernandes Belo/Fernandes Belo
PA;Viseu;Camiranga
PA;Vitória do Xingu;Belo Monte
PA;Vitória do Xingu;Centro
PA;Xinguara;Centro
PA;Xinguara;Setor Novo Horizonte
PA;Xinguara;Jardim América
PA;Xinguara;Itamarati
PA;Xinguara;Tanaka
PA;Xinguara;Marajoara
PA;Xinguara;Selectas
PA;Xinguara;Park das Nações
PA;Xinguara;Setor Marajoara II
PA;Xinguara;Nova Xinguara
PA;Xinguara;Setor Bela Vista
PA;Xinguara;Condomínio Nova Suíça Residence
PA;Xinguara;São Francisco
PA;Xinguara;Rio Vermelho
AP;Serra do Navio;Centro
AP;Serra do Navio;Vila Primária
AP;Amapá;Centro
AP;Amapá;Sucuriju
AP;Calçoene;Centro
AP;Calçoene;Lourenço/Lourenço
AP;Calçoene;Cunani
AP;Calçoene;Lourenço
AP;Calçoene;Vila Carnot
AP;Cutias;Centro
AP;Ferreira Gomes;Paredão
AP;Ferreira Gomes;Centro
AP;Itaubal;Centro
AP;Laranjal do Jari;Centro
AP;Laranjal do Jari;Agreste
AP;Laranjal do Jari;Boca do Jari
AP;Macapá;Novo Buritizal
AP;Macapá;Central
AP;Macapá;São Lázaro
